,potential,Predicted fluorescence,Observed fluorescence
0,0.6115037,4.0534916,4.203794736080403
1,0.7425377,4.1410155,4.0425014771769145
2,0.844169,4.1923165,4.140608562489192
3,0.73357755,4.135821,4.142994619541249
4,0.9573341,4.2342825,4.224615319009131
5,0.65641904,4.086333,4.051472098328447
6,0.4028772,3.8613436,4.09485930320693
7,-0.8077196,2.6381013,2.285459792458761
8,0.4135964,3.8727555,3.9185027523963587
9,1.0478283,4.257825,4.206409349904075
10,1.0004858,4.2465334,4.18515976065758
11,1.0725969,4.2628913,4.222199115018355
12,0.9340943,4.226864,4.219170277573525
13,0.92335224,4.223233,4.259835903824731
14,0.8725866,4.2042766,4.216745042537972
15,0.836689,4.1890016,4.137355510110392
16,0.8727646,4.2043486,4.247206665042297
17,0.9335363,4.226679,4.302020422628613
18,0.8329177,4.187303,4.148250010267203
19,1.2227579,4.2827,4.266698473599086
20,0.970549,4.238241,4.171016412058396
21,0.8371068,4.1891885,4.1140550055487575
22,0.8484024,4.1941614,4.286676214535351
23,0.63839877,4.073519,4.169838159858947
24,0.8692788,4.202935,4.316463223171607
25,0.86205584,4.1999607,4.251438183925307
26,0.7074393,4.1200194,4.371048123543369
27,0.9380671,4.228174,4.385921732033742
28,0.80925155,4.1762304,4.1477759987492515
29,0.7382743,4.138558,4.126879041803332
30,0.8095145,4.1763573,4.260221745828863
31,0.69213367,4.110312,4.117794017491495
32,0.74763024,4.143918,4.1407065405459385
33,-1.368446,2.5481107,2.338810310438302
34,0.7215662,4.12868,4.042813075257645
35,0.7467598,4.1434245,4.125546349464699
36,0.6781721,4.1011605,4.117976487407705
37,0.7639146,4.152958,4.122593200895575
38,0.69271636,4.110688,4.2066943160744295
39,0.6992378,4.11486,4.073047866569012
40,0.6670792,4.0936866,4.086702357991168
41,0.8496294,4.194692,4.186333779871952
42,0.8258897,4.18409,4.144604411787141
43,0.8809426,4.207606,4.2058565660344875
44,0.81403565,4.178527,4.133384568671396
45,0.73029995,4.1338925,4.062495299769379
46,0.8953836,4.213163,4.174607250258611
47,0.84915495,4.194487,4.104430076888042
48,0.54536235,3.9995954,4.079983806633598
49,0.7378069,4.138287,4.147476270614598
50,0.78643674,4.1648626,4.18336858881658
51,0.92313826,4.2231593,4.200316624804765
52,0.87517023,4.205315,4.241310316560302
53,0.86396146,4.200752,4.201220764352968
54,0.73225796,4.1350465,4.163780666250499
55,0.91362834,4.219834,4.2087208371747815
56,0.7955299,4.169476,4.192207861146854
57,0.6429373,4.0767913,4.199468609297881
58,0.81664085,4.179765,4.183881858010376
59,0.8158867,4.1794076,4.14932506231811
60,0.8008848,4.1721416,4.04153532319948
61,0.87694,4.2060213,4.2066717874065445
62,0.997203,4.245669,4.311977188067251
63,0.86750895,4.2022123,4.223586839055829
64,0.90565383,4.2169657,4.221622600115977
65,0.55892265,4.0111847,4.079982512575609
66,0.1712804,3.5825536,3.9882998117845987
67,0.8441051,4.192289,4.13057597305057
68,0.8122426,4.1776695,4.261045527242895
69,0.65946716,4.088453,4.15951131384911
70,0.99764574,4.2457857,4.270911197226027
71,0.7958664,4.1696444,4.265690806122161
72,0.9397466,4.228723,4.252406072617172
73,0.9092608,4.218272,4.221752151661834
74,0.042152718,3.411346,3.5163998641576546
75,-0.7952292,2.6428483,2.6433762270465064
76,0.8280789,4.185098,4.186781823148234
77,0.8826274,4.2082667,4.250823041717472
78,0.83250684,4.187117,4.29915357529445
79,0.9150037,4.220321,4.3818028103380655
80,0.7419377,4.1406713,4.219907096752879
81,0.62086815,4.0605874,4.201375529187469
82,0.66537,4.092519,4.199160715712087
83,0.73800135,4.1384,4.1632381402768495
84,0.52236164,3.9793031,4.2177935741684776
85,0.9354557,4.227315,4.167659092081346
86,0.7495702,4.1450143,4.212310164232813
87,0.91735536,4.2211494,4.303513020408873
88,0.89137596,4.2116456,4.207244456903373
89,0.89567584,4.2132726,4.160564023112606
90,0.7161602,4.125399,4.097901146319429
91,0.5729843,4.0229087,4.227944489014452
92,0.84324473,4.1919107,4.159484234564115
93,0.7632544,4.1525984,4.102211878251336
94,0.6742358,4.098529,4.1850093893408635
95,0.032858267,3.3989556,3.773106525426374
96,0.10581733,3.496232,3.6420793131229896
97,0.4624977,3.9227843,4.099842385728693
98,-0.68143046,2.6940916,2.4277963904610433
99,0.9322947,4.226264,4.307794154395737
100,0.49982655,3.958651,4.064056285232432
101,0.6683808,4.0945725,4.105818533482179
102,0.86234796,4.2000823,4.24446168299953
103,0.517065,3.9745173,4.096169629029052
104,0.69459426,4.1118956,4.018325357882006
105,0.9044818,4.216538,4.207974783413518
106,-0.8708199,2.6165292,2.66244738212163
107,0.5407144,3.995559,4.098134180396114
108,0.72262216,4.1293163,4.181102148961269
109,0.9545425,4.2334223,4.16793759549984
110,0.8150004,4.1789865,4.208973502711265
111,0.7226719,4.1293464,4.191553645477577
112,0.17919828,3.5928624,3.8197811399882857
113,0.16523238,3.574656,3.5060747554615985
114,-0.06828116,3.2657773,2.6646647563733934
115,0.804406,4.1738734,4.16450463380659
116,0.7876311,4.165475,4.14691182555569
117,0.8534267,4.1963224,4.123183940082078
118,0.90275323,4.2159038,4.180916164894908
119,0.9782208,4.2404547,4.276385340744455
120,-0.9452876,2.5958338,2.452682449107896
121,0.999606,4.246303,4.208456470947556
122,0.83926094,4.1901493,4.179563540224911
123,0.92348146,4.2232776,4.173672695154609
124,0.8336067,4.1876144,4.153992133548272
125,0.8340385,4.18781,4.136364373003204
126,-0.89605564,2.6089673,2.611504737550596
127,0.95820665,4.23455,4.112510112995292
128,0.8306563,4.1862764,4.169774927819314
129,0.63301075,4.069594,4.1979346669827065
130,0.7939273,4.168671,4.1690283242791075
131,0.6287222,4.066438,4.151343984223844
