,Predicted fluorescence,Observed fluorescence
0,3.6633627,3.7192121319
1,2.4542882,1.30103000388
2,1.5368756,1.49957271993
3,2.9728806,2.96070167578
4,1.3879572,1.66189402382
5,3.6566284,3.73838904826
6,3.6502202,3.57637736428
7,3.5867207,3.42211115163
8,3.5427537,3.12244033509
9,3.648542,3.58365730962
10,3.573808,3.62931534845
11,3.6050842,3.59157004101
12,3.495085,3.13735413312
13,3.6714904,3.81968408211
14,3.6263864,3.83340396548
15,3.6551154,3.67918895509
16,3.667831,3.63820589307
17,3.6635659,3.72795401892
18,3.6590247,3.69901268766
19,3.4629858,3.03489113914
20,1.4350528,1.36963052204
21,1.3769829,1.47635957491
22,1.4002948,1.30102999206
23,1.4065406,1.44960120838
24,3.449981,3.25909873823
25,3.6615982,3.63635680956
26,1.4238309,1.3023267285
27,3.5815804,3.69262144092
28,3.1436412,3.13893393513
29,3.5564983,3.56198110393
30,3.6658618,3.71964860095
31,3.5657973,3.74039569255
32,3.5591025,3.75356833938
33,2.9479568,3.3619314982
34,1.3987813,1.40639048876
35,1.8252656,1.30103121909
36,3.4376423,3.42567836393
37,3.5148025,3.19403795411
38,3.4964383,3.20329514416
39,3.6066616,3.37382990649
40,3.558299,3.38734706426
41,3.6604514,3.5294728833
42,3.5998359,3.65980779241
43,3.6787589,3.82490612607
44,3.6774948,3.7107169812
45,3.5640836,3.72780381795
46,3.5705101,3.14288559225
47,3.6863172,3.59349741493
48,3.5949554,3.59209698323
49,3.669512,3.82509653652
50,3.674555,3.79464896405
51,3.663973,3.69415893839
52,3.6399734,3.7335798036
53,3.6644,3.53784407131
54,3.6732206,3.67799349013
55,3.646342,3.68629248799
56,3.6526482,3.69841066742
57,3.6322873,3.55762917818
58,1.4068189,1.30102974551
59,1.4198829,1.30102999164
60,2.0758734,1.30102997846
61,1.4297383,1.30103000403
62,1.4062326,1.30102994779
63,1.3823886,1.30102997764
64,1.4358823,1.52133788062
65,1.3899114,1.54814509988
66,1.4207153,1.30298076884
67,1.4215049,1.6547551312
68,1.3776741,1.3010317726
69,1.4183716,1.4803262702
70,1.4324815,1.30324395674
71,1.4304297,1.30103122911
72,1.4274818,1.54957939594
73,1.3834229,1.37973024947
74,1.4266818,1.30553928806
75,1.4030222,1.61818566869
76,1.3850377,1.30106317061
77,1.4093113,1.3037586319
78,1.3924506,1.30121370595
79,1.4357466,1.39775935577
80,1.4278921,1.47204344852
81,1.3950032,1.50417765631
82,1.4153491,1.30022633628
83,1.432753,1.77992964219
84,1.3991652,1.30103054556
85,1.4343632,1.30349021433
86,1.3845437,1.58716537193
87,1.3792058,1.48065183115
88,1.4086633,1.30103115069
89,1.4078127,1.4406561006
90,1.387822,1.30109704353
91,1.4190452,1.29860368857
92,1.4358046,1.30073205567
93,1.8720573,1.30017793149
94,1.3859814,1.40366057507
95,1.6468073,1.69486495289
96,1.4309022,1.30102990403
97,1.3768593,1.30103059876
98,1.3919035,1.63803251521
